0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
-554.5332,52.558823,-7.9272633,5.60135,-0.7564605,3.4245107,-13.465367,-4.805655,-8.31422,-6.799661,-3.5698268,1.1086127,-3.9270422,-7.6781034,-2.1101148,-1.2830875,-8.633203,-4.097959,-3.8335395,-3.1055272,-4.1091194,-3.6624444,-3.9177425,-4.9046917,-2.6093545,-2.331455,-5.6399355,-3.7746432,-2.34622,-3.2281218,-2.8634374,1.0302334,0.9294638,1.2838477,1.4461122,1.8613052,1.3848634,0.7638725,0.9709567,0.35241807,happy
-593.4962,56.980537,-7.2371716,7.5159774,2.2314086,4.3287582,-9.237195,-2.9362807,-8.2435875,-3.294952,-1.6675328,-0.7313612,-5.513164,-6.349209,-0.39924356,-0.8687059,-4.9938626,-1.0828106,-4.309168,-4.2326074,-2.8802958,-3.1282022,-3.0308394,-1.2849205,1.2979032,2.8062687,0.011283366,0.45812705,-1.218478,-2.050893,-1.0875607,-0.1928622,1.1004694,1.7244606,0.46645424,-0.016482323,0.9236808,1.5316293,1.480748,1.5274701,happy
-674.0994,62.795067,3.5603364,9.729162,-0.023848604,4.4203014,-9.839372,-3.7491684,-8.619715,-1.4153316,-2.3824022,-2.656626,-5.4951797,-5.3613415,-2.278893,-2.8826756,-4.1341205,-1.2231379,-4.160919,-4.355774,-2.2036464,-3.0283704,-4.1207914,-3.7953792,-3.8048348,-4.7022963,-3.0917413,-1.61568,-2.9555936,-2.078498,-2.6591547,-2.924736,-1.8858331,-1.6019893,-0.90050346,1.0379413,-0.707597,-0.45818856,-0.95395774,-1.8503287,calm
-665.2718,57.933636,5.258662,13.2363825,0.66855794,6.644537,-11.583322,-4.4777904,-8.907587,-3.7285647,-3.0972328,-3.3173385,-4.5043,-3.2787693,-2.5036678,-4.2756233,-5.097307,-1.8933612,-5.608452,-3.7392993,-1.6638924,-3.764258,-5.26038,-3.398936,-2.7607946,-4.88151,-4.044456,-2.6556635,-1.7314222,-1.8708351,-3.267316,-0.992712,-1.68619,-1.727214,-2.2881808,-1.1252292,0.0066693206,0.9216136,2.686281,2.7777011,neutral
-690.68744,57.287395,8.065511,16.855116,0.46501148,8.735891,-13.024316,-4.503687,-8.185371,-2.8935623,-4.409372,-2.1193266,-6.2471304,-5.956595,-0.9234217,-2.4258358,-7.3935895,-1.8102056,-4.3299484,-4.0150313,-2.692194,-2.6019254,-4.348029,-4.743364,-3.7802646,-5.1836243,-3.1421986,-3.2526312,-4.118608,-3.553597,-3.7327204,-2.045642,-3.3512602,-2.7416916,-3.2234075,-1.7290208,-1.9210556,-1.0330046,0.02957709,0.17719993,calm
-567.0824,57.704227,-11.601362,2.513105,-0.6057678,2.5127943,-10.712159,-4.4766755,-10.475638,-7.112624,-4.6179943,0.4158807,-6.3854594,-7.9050584,-2.817525,-1.7776996,-5.932518,-2.7963073,-6.2952876,-5.175497,-4.775183,-4.998694,-5.080496,-4.781796,-1.6221496,1.4961145,0.2678188,2.5045102,1.6236975,-1.1773279,-2.3271189,1.7474585,1.869853,3.0206196,3.2366018,2.4131925,-0.31501096,-0.10683851,-0.99843067,-1.0546818,happy
-598.6889,55.585224,-1.4237766,7.4870486,1.9551675,5.5452285,-10.15837,-5.5695715,-8.577682,-4.661826,-4.1223693,-1.2116818,-5.667054,-6.310594,-2.7606602,-1.5408946,-5.2846837,-3.1407597,-4.288442,-4.064759,-4.083937,-4.9270067,-3.538168,-3.9782305,-4.303849,-3.878152,-5.4477873,-3.5484416,-4.3062887,-5.00995,-3.5905066,-1.4512705,-1.1690894,0.60569847,-0.0568832,-0.12703624,-1.0061013,-2.273882,-2.2462585,-1.9706728,happy
-696.0972,66.14794,7.0698543,14.015483,-3.4265478,9.011339,-12.010905,-6.8540573,-8.274954,-2.6235416,-5.335364,-1.3872114,-4.876341,-6.1531386,-0.84063506,-1.6555719,-6.2972226,-1.1218629,-3.8315935,-3.8421803,-3.5646136,-3.4189892,-4.281341,-3.8584743,-3.4365768,-4.787678,-3.4336655,-3.3426373,-4.603526,-4.508567,-4.7543864,-2.6966002,-3.2065263,-2.9458518,-4.948631,-3.1904871,-5.380692,-3.7334142,-3.4172096,-2.6144335,calm
-677.4262,69.57674,6.553035,15.260473,2.2042475,8.82496,-12.819689,-4.0310225,-5.3883247,-2.376211,-2.4838784,-4.487965,-5.5764155,-5.6859813,-1.3337873,-2.33759,-3.9546442,-0.66450334,-5.112907,-5.17007,-2.3939178,-4.7239795,-4.764843,-3.5709906,-3.6453388,-3.960469,-4.125121,-3.915678,-3.3319798,-2.84815,-1.9858639,-0.111793876,-0.42871648,-0.27375135,-1.0811778,-0.8539615,-1.1835879,-0.35882172,0.4349747,1.5788952,calm
-693.5733,69.53658,8.307068,12.569411,1.820408,5.6317844,-9.4724655,-2.6315365,-6.6551867,-3.8533611,-4.374628,-1.8511716,-4.994951,-5.8678746,-0.86713725,-3.5634925,-4.6655245,-1.3449888,-4.9643826,-4.0336986,-1.6193446,-3.470262,-3.9233975,-2.8784986,-4.3372025,-3.3382711,-3.8292472,-3.7034433,-3.6702216,-3.2209754,-3.6101232,-3.4201806,-3.3007016,-2.3913982,-2.2956593,-1.6539042,0.06266093,0.08284401,-1.1121689,-0.07064306,neutral
-599.0252,59.32428,-5.2744236,4.3980274,1.4660534,2.264465,-11.350671,-3.826891,-10.801558,-8.760664,-5.855504,-0.1986056,-6.5109234,-11.696269,-2.7484775,3.0788665,-4.095905,-4.562827,-6.089768,-4.7622886,-3.6763103,-4.293959,-3.0278404,-1.8539071,0.30876896,3.3056746,1.5234396,2.436527,2.26106,1.9058954,0.7729749,4.2654614,3.2775931,0.5576216,0.16046704,-0.26416203,-2.2814262,-0.94443065,0.8797816,-0.46323487,fearful
-513.68665,51.939465,-4.283086,7.829137,-2.169694,0.78336465,-10.925153,-0.34485415,-5.2683415,-7.898558,-7.8295484,0.617869,-3.7931798,-7.619476,-1.4502534,-0.77564305,-5.0365386,-1.5278645,-4.171755,-3.2154038,-1.4674228,-4.014788,-4.2564,-3.695258,-3.4432893,-2.661152,-3.9124606,-1.525733,0.442939,-0.44791988,0.08096549,2.315453,0.4866173,1.2425482,1.3152559,2.3075702,2.2539308,3.3400087,2.3361878,1.4323748,angry
-467.17688,41.2892,-12.171492,3.8007672,-4.4440317,-1.9300922,-15.296289,0.39723453,-5.8751426,-11.244269,-6.7402887,2.8042068,-5.31536,-7.3627596,-0.77857924,-2.0069222,-7.734724,-1.9940246,-5.0579047,-2.33681,-1.3076098,-3.2947483,-4.8049717,-3.901263,-2.9179971,-0.19837369,-0.5560686,5.301921,6.085995,5.7727976,3.645247,4.9044905,1.012815,0.052115634,-0.13903409,-0.56945395,-0.009997702,0.638023,-1.8548228,-1.5827286,angry
-432.5458,41.63201,-28.746717,-1.8991936,-6.894362,-1.0959446,-20.136284,-6.9980927,-12.867241,-14.555252,-8.496089,0.3316665,-10.029803,-12.581489,-0.5421156,5.7421894,-1.5501459,0.9217217,-1.0908352,2.4854887,5.2245064,4.271081,4.482799,3.6596143,2.1211617,2.972634,-0.44128096,0.10582466,3.1784317,2.5470908,0.17681839,1.6201528,-1.1629969,-1.8191274,-0.55135417,-0.77505714,-1.026354,0.32868782,-1.1244043,-1.5343308,fearful
-703.0358,57.28434,5.3288584,11.109312,1.6600754,7.8754377,-9.224848,-3.411425,-11.640912,-2.9467006,-4.469683,-0.1188637,-6.490074,-6.7060595,-2.1443608,-1.1221163,-5.5473647,-1.8620803,-3.696045,-2.7893333,-3.3999653,-3.0355365,-4.1356006,-4.690336,-3.4342663,-3.5344539,-4.61802,-3.0030057,-3.574826,-4.2827387,-3.5747783,-1.4543748,-2.6672544,0.060712814,-0.24532756,1.22518,0.42766532,0.26063767,0.39771014,0.18916044,sad
-609.2556,59.138504,2.7715018,11.167488,1.1004584,4.964831,-7.2065997,-4.5314827,-7.9267855,-4.6410637,-4.488956,-0.8024744,-4.859542,-4.922861,-2.4005578,-1.650309,-4.4251547,-1.1829652,-3.307885,-3.8735392,-1.6803753,-3.443038,-4.788609,-2.4097795,-3.8153014,-3.38354,-3.7785316,-1.9575723,-3.3616261,-2.4289496,-1.8748193,-0.27455503,0.33183438,-0.42584684,-0.71031207,-1.184884,-3.1230557,-0.51454556,-1.2116798,0.34138298,disgust
-588.10223,58.794395,0.6493012,11.139725,0.29564863,1.6682476,-10.773801,0.47928944,-11.60262,-6.5516267,-5.47385,3.0202906,-3.412956,-7.497918,-2.1023939,0.5723974,-3.8253074,-3.3606045,-4.1226373,-2.2907553,-4.0314474,-4.197934,-3.1661487,-3.048646,-2.4642847,-1.151276,-4.506287,-1.5350589,-2.4124548,-3.1548636,-2.891366,-0.9207083,-1.9003989,0.08588708,-0.40439048,1.087814,0.6185108,0.59825516,0.9174728,1.107546,disgust
-641.3744,74.08121,-8.787225,5.2403283,4.5504904,5.285519,-12.394576,-9.86465,-17.020575,-9.249639,-3.1178515,-0.35029688,-8.128353,-9.056717,1.0427656,0.52478135,-8.303825,-4.5813675,-2.3361013,-4.819353,-5.0002456,-2.9623954,-5.8137136,-6.1087456,-3.5819645,-3.5691078,-5.287221,-2.833623,-2.6876988,-3.892391,-2.2537358,-0.5931309,-1.3911284,-0.94727695,-0.7061707,1.039972,0.8704631,2.097823,2.4485104,1.8885096,sad
-568.80005,58.65654,-7.1742964,2.8390565,-4.236922,-2.839035,-13.680382,-4.462888,-8.784939,-4.2337074,-6.4446616,-3.8979118,-6.706844,-6.829914,-3.8157165,-3.855143,-3.9305303,-1.4629592,-4.6697497,-1.322981,0.2816758,-2.6584866,-2.076406,-0.6125107,-1.6558031,0.20695432,-2.3468993,-1.6356312,-0.964621,-1.1722511,-2.463726,0.83568573,0.9796897,0.4597957,2.0234363,1.6767418,1.0747356,1.0845059,-1.3014672,-1.3345045,surprised
-561.8121,47.887672,-6.8391633,5.163294,-3.960181,-1.7451276,-14.3835535,-8.741565,-9.332544,-2.5355325,-7.7741365,-5.362475,-6.226189,-6.00314,-5.5879145,-4.6976066,-2.787129,-0.47213057,-3.4675229,0.48019588,1.2036958,-0.48730874,-2.0553603,-1.5847646,-1.0583242,1.3024092,-2.387254,0.70434105,-1.520087,-1.6901721,-1.0212833,-0.09851347,0.42464724,0.8349202,1.4130768,2.1409395,0.7025152,1.7929982,0.45799923,-0.21233675,surprised
-671.11945,58.30773,4.466759,16.33403,0.37182334,7.974557,-11.2577715,-3.5403695,-9.353853,-3.274194,-1.3890245,-3.0548353,-5.4166965,-5.8674994,-2.0536633,-2.7170413,-6.1365423,-2.4259036,-5.2195325,-2.9311419,-2.5380268,-3.8222687,-5.0236034,-4.033829,-3.19699,-4.7663717,-5.1928596,-2.7483683,-3.383594,-4.5688915,-4.0477624,-3.291058,-4.3836894,-3.1533394,-3.843736,-3.410263,-2.482069,-1.9492911,-0.60486513,0.25830486,calm
-663.13184,68.17052,3.68241,14.193284,-0.21097398,8.066274,-12.715483,-6.6121387,-9.278654,-3.1881666,-4.173104,0.034632664,-4.704887,-5.954584,-0.784133,-3.5254047,-6.6351357,-0.53662145,-4.704173,-4.8046384,-2.555892,-4.2118015,-5.9261184,-4.0982027,-2.6985626,-4.4241104,-3.9497294,-2.634736,-3.087824,-2.9989412,-3.537305,-0.5460198,-1.2559854,0.03734033,0.16435088,0.8308198,-0.36822528,0.5447004,1.4783186,1.0264008,neutral
-652.0713,75.070816,2.016463,12.191664,1.6864551,11.937418,-11.239147,-2.6883962,-7.788512,-3.5277367,-1.617197,-1.7330302,-6.853225,-8.290882,-2.538898,-0.6981423,-6.233097,-1.7395316,-4.549905,-4.2147927,-2.5877407,-2.5798266,-3.9049125,-4.292199,-2.7720473,-2.6376083,-3.701024,-2.9344497,-3.6396096,-4.814017,-3.383671,-1.6578009,-3.3571904,-1.4070412,-2.4468415,-0.9596827,1.2158037,2.3003504,3.2191248,1.2856987,calm
-616.80273,60.53386,-10.204832,4.1850004,2.069954,2.8012073,-10.635051,-3.791312,-8.914517,-5.759664,-3.4099581,-0.07002367,-6.2404394,-6.9962935,-0.5765565,-1.3848307,-5.481272,-1.537079,-5.419693,-5.5784497,-3.2763774,-3.6239095,-3.8565133,-3.4813025,-3.229283,-3.3684335,-5.035371,-2.5248327,-2.3472936,-3.2239163,-1.3817897,1.1980494,0.38554224,0.97721773,-0.33372602,-1.3962897,-2.9358034,-2.1335483,-1.3879846,-0.13420837,happy
-553.28174,49.693657,-11.473609,7.8105474,-2.1559625,1.4664524,-15.874313,-7.1222897,-11.199352,-6.842703,-5.6890745,-1.3729374,-8.52939,-8.677088,-3.7430503,-3.9566567,-7.429998,-1.8365508,-5.5687637,-5.1439605,-4.9487567,-5.9128895,-6.0801334,-5.13793,-4.09812,-1.6567413,-2.907518,1.4274985,1.6446158,0.10735188,0.5458357,2.127676,1.4689114,1.8702841,2.5333896,2.0889976,1.4331039,1.1731476,-0.19755524,-0.71420306,happy
-578.7062,50.90783,0.8712097,10.556559,-2.1691499,4.323413,-13.912044,-3.4247034,-8.636929,-4.835866,-7.367471,-0.1493436,-6.3766108,-7.3047414,-2.0388339,-2.318389,-5.915641,-3.2836542,-6.5673475,-4.481329,-3.106795,-4.187359,-5.100677,-3.5085332,-4.110338,-4.014107,-4.5559225,-2.8643613,-2.7103074,-3.0737169,-3.7286773,-0.82369304,-0.25066066,1.6087558,2.0139887,3.5134583,2.188647,2.8129103,2.8681998,0.8591557,disgust
-648.4471,62.51956,1.1278409,10.305535,-0.15752451,5.5520883,-14.340539,-9.248062,-13.057719,-7.8544235,-7.9358463,-1.3084005,-7.7197065,-9.276548,-3.1476238,-1.0848862,-9.149923,-4.561491,-4.6148186,-7.6711526,-6.3343434,-5.0026827,-6.910712,-6.2705846,-4.2910495,-0.9991996,-2.4438527,0.08403599,0.8146058,1.9782462,1.7498153,1.9792799,1.9862888,1.4113774,1.6103647,3.6097322,3.045815,2.723518,2.0320425,1.8664275,sad
-700.6365,58.502937,0.071603164,11.967087,2.6264536,3.6068227,-8.471675,-1.847757,-12.520433,-1.4666044,-3.3290293,-2.6033375,-6.48999,-5.02532,-1.368743,-0.84433573,-5.308638,-1.8197559,-2.7865183,-4.784641,-2.371006,-1.6957849,-4.0356097,-3.4325736,-2.4841938,-2.896494,-3.3362415,-2.0572672,-4.4898148,-3.6358182,-1.8598819,-0.58081454,1.1420082,1.9991221,1.3702364,2.4313188,-0.28592637,-0.29579526,0.79575205,-0.07582261,sad
-635.1883,68.793945,1.0901679,9.482594,-1.9832805,2.056746,-5.975643,0.4139788,-13.032721,-5.8162165,-4.050354,1.0776272,-4.1753793,-7.275273,-2.19342,0.06540978,-4.172553,-2.188076,-4.3928523,-3.9156978,-4.717675,-3.0972893,-4.0132113,-1.8654469,-1.8895351,-1.7899135,-3.6888747,-1.754873,-4.0639863,-3.4796672,-2.921386,-1.4693244,-2.1141248,-0.99536157,-2.0609725,-1.2176818,-2.3046095,-1.1836761,-0.6071087,-0.5381619,disgust
-437.09802,43.614964,-16.250322,0.14796713,-4.1375465,-3.3201478,-14.910111,-0.62042296,-7.4736814,-12.08525,-7.4262543,1.151231,-3.7715929,-8.029628,-1.6814189,-2.9330602,-7.0108314,-2.0114806,-4.6937685,-0.2884127,2.3732438,-1.1258087,-1.3763847,0.52203953,1.1568447,1.9610441,0.9976228,4.155576,1.858249,0.1565778,0.70052904,1.9484123,0.85555553,1.0778592,-1.2621372,-1.317144,0.5456769,1.7309996,0.3726567,0.052624565,angry
-437.10773,47.720474,-25.499,-1.1662166,-5.619126,-1.8165742,-17.658611,-6.515474,-14.733835,-10.685083,-8.002969,-1.4002979,-10.193921,-13.353582,-1.6812539,5.140591,-3.6760292,1.1119621,-0.23080784,1.6554073,4.8023705,3.035082,2.6348848,-0.12550141,0.6837968,3.2931907,0.088970914,0.856952,1.623918,0.71292394,-0.52650476,1.1166238,-0.22518855,0.5523363,1.551017,-0.12666178,-2.2211475,-1.9299362,-1.8082074,-0.060106456,fearful
-612.30835,53.503334,-2.0079334,10.402098,2.2268364,4.601609,-9.351031,-5.8819737,-11.738347,-5.585459,-2.4626207,0.54757845,-6.451239,-7.566826,-0.80338097,1.2810415,-5.7601385,-2.874534,-4.931169,-4.9687467,-2.750915,-2.5595322,-5.658589,-4.5402317,-2.7294476,-3.7381115,-3.576094,0.4896191,-2.210296,-1.3950449,0.44004935,0.49218795,0.031224046,1.9469664,0.27775156,1.3810287,1.0910771,0.98436606,0.50367457,-0.096674584,fearful
-523.0224,51.59193,-7.600658,12.76434,-1.247192,2.6342394,-11.746137,-1.3233068,-8.60086,-8.8879,-6.967075,-0.73521113,-4.6037045,-7.7692738,-3.2426558,0.083352424,-6.511257,-2.7598314,-5.961698,-2.048942,-2.5800767,-3.952662,-4.5573134,-2.0634923,-4.2602043,-1.97365,-2.3533738,-0.47674385,-0.7661666,-1.7302711,-2.8905408,1.8851706,-0.68039805,0.6211968,0.5955232,0.56417114,0.06908346,1.5767602,0.40731877,1.9912816,angry
-592.0512,55.809,-5.4778686,3.937996,-3.6063886,-3.1764524,-12.855871,-7.360428,-8.989612,-3.3460424,-5.7538137,-4.4114,-4.5577645,-4.57181,-5.627211,-4.9531655,-2.6053743,-1.8608214,-4.374622,-0.62320393,1.2551473,-0.48739445,-0.3175374,-0.96346414,-1.7789775,-1.3180665,-3.9980378,-1.1338719,-0.53824043,-1.9258527,-0.81515455,0.4823392,-0.47183776,0.73553175,1.2427255,0.9963808,0.15203394,0.10172314,-0.74664867,-0.6236814,surprised
-567.86127,50.748333,-6.9963245,2.50797,-4.6914763,0.18836784,-15.399067,-8.173096,-10.79702,-5.6569657,-7.2123814,-3.5961347,-8.914768,-5.642521,-4.310086,-4.148111,-3.5289567,-0.6312874,-3.3253372,0.15182176,0.31644967,-3.1542149,-2.8207598,-1.5333004,-0.03242124,1.7791487,-2.2942963,-0.96951073,-0.6197373,-1.0658482,-0.9382281,2.9487014,2.3282125,2.118656,1.0703913,1.2657299,-0.95606446,-0.6547633,-1.6017305,-0.47007295,surprised
-664.18884,67.52735,-7.68197,8.997566,-0.25360826,6.194861,-10.2040615,-6.883107,-13.168694,-6.619448,-3.961252,1.8570621,-6.377367,-9.849336,-0.34559014,2.166841,-5.7192655,-4.0289326,-2.8960505,-3.3144135,-5.0619884,-2.5971978,-3.1115243,-5.095122,-4.7305512,-1.6375649,-1.6337762,-0.7314916,-0.3637244,0.117037736,2.030756,1.4985198,1.313009,1.9862452,0.85599273,3.1369047,2.2877362,1.6082503,0.25331727,-0.28232276,sad
-620.8125,64.52452,2.7038295,13.219964,-1.1197928,3.6689045,-10.509879,-2.9686399,-12.981803,-7.562493,-3.7048724,1.5335947,-4.6794324,-8.586038,-2.7240286,-0.90658605,-6.005476,-3.0881286,-5.3676476,-2.7437665,-3.4021854,-4.193575,-3.5232418,-2.6625805,-3.2102757,-3.1869042,-5.1770477,-1.9259167,-3.2432837,-4.6280227,-4.86429,-1.7678251,-3.8022316,-3.8212013,-2.994785,-2.2417042,-1.4725469,-0.47396797,-0.45855096,0.55740297,disgust
-657.4202,57.9715,1.098434,12.260184,0.96899563,2.8161948,-12.378307,-4.8745446,-9.66894,-1.1497715,-6.027021,-4.350648,-4.999123,-4.7561474,-3.8002465,-3.5869257,-4.00179,-2.5705473,-6.087703,-4.4288864,-0.7617506,-5.016709,-6.499916,-1.9045036,-2.9368644,-3.3389301,-2.622644,-0.98418874,-1.9411083,-2.1584945,-2.1046433,-1.2694817,-2.789207,-1.3790314,-2.052023,-1.3037173,-0.25583872,0.50901175,0.8855149,0.88586855,disgust
-705.6631,57.349407,5.8494163,13.384483,3.0264778,6.5376444,-8.087293,-6.1363263,-10.887021,-3.044695,-4.964039,-1.390812,-6.8461847,-7.1847467,-2.5925572,-3.0270932,-5.29922,-1.2999215,-4.2278967,-4.963595,-3.7191908,-3.4665468,-5.887559,-4.7840714,-2.9900622,-3.650292,-4.355824,-3.5469723,-5.2754188,-3.9198103,-4.3343463,-3.4248886,-2.437221,-0.33217356,-0.015923869,1.6975439,0.94080555,0.9033834,0.6237671,-0.44712028,sad
-423.42587,43.87132,-24.625359,-2.5527585,-8.003719,0.4552683,-19.947567,-6.51398,-14.080051,-12.363243,-7.039395,0.76167154,-9.032461,-10.480597,-1.4069797,6.5767145,-1.6930509,1.1010908,-0.8804184,3.5281763,5.6921377,5.0978575,4.2642245,1.691573,0.8341903,1.437272,-2.3407283,-0.9206835,1.0536093,2.0542028,-1.6031001,0.2492218,-1.8443696,-1.7412046,-0.024523888,0.21315327,-1.0213599,-1.2810613,-1.0564909,-1.1717278,fearful
-451.00687,38.712643,-16.36935,3.6345217,-4.883439,-0.94730127,-17.030104,2.01166,-6.669933,-13.561244,-7.302331,2.7734637,-6.758627,-7.30157,-3.9126856,-3.6932037,-8.139471,-2.884301,-7.146157,-0.57743376,1.2225833,-2.1235595,0.33700466,1.73391,1.8429506,2.2261343,1.0644637,5.5656233,1.4559186,1.3984151,0.42819896,0.49048066,0.012174655,0.034111727,-2.8692076,-0.8515239,-0.37029713,0.5272616,0.14511639,-1.2984936,angry
-544.1135,56.604164,-5.327784,11.071869,-0.97546303,1.4010569,-10.82952,-0.048729576,-7.938132,-6.5835705,-4.7237372,1.3969226,-4.063578,-5.473729,-0.6267583,-1.8756313,-5.0653887,-1.0746746,-3.772797,-4.008785,-2.7205126,-3.4437106,-4.871485,-2.6567886,-1.7684795,0.32073566,-3.1353798,0.14649992,-0.5113235,-2.6563144,-2.0464575,1.1245672,-1.41323,0.505825,0.75393134,1.2431425,2.2946634,3.0457904,1.4646119,1.4509125,angry
-636.4804,55.530087,-2.0547636,9.373142,1.3357902,4.4300356,-7.8803725,-0.35135362,-11.072629,-5.682192,-4.9677687,0.78847736,-5.589755,-8.223734,-2.9184756,2.6341555,-3.6539912,-4.359292,-4.091986,-3.3580728,-3.704549,-3.5596743,-4.032229,-4.481627,-4.810996,-2.552922,-4.594256,-1.0384184,0.8181089,-0.060715325,0.70296407,3.2871053,-0.17323011,0.6986077,-0.07743643,0.15087083,0.38383085,0.6543074,0.35758287,0.22843571,fearful
